id_paiement,id_commande,date_paiement,montant_paye,mode_paiement,statut_paiement
2464,2464,2022-03-16,1523.96,Carte,refusé
2465,2465,2025-10-22,862.64,PayPal,accepté
2466,2466,2020-07-27,857.07,Virement,accepté
2467,2467,2019-02-08,689.15,PayPal,accepté
2468,2468,2025-07-28,1896.6,Virement,refusé
2469,2469,2024-02-20,1155.87,Carte,accepté
2470,2470,2021-12-26,34.83,Carte,accepté
2471,2471,2024-03-27,942.95,Virement,accepté
2472,2472,2022-09-28,997.48,PayPal,refusé
2473,2473,2025-12-20,366.99,Virement,accepté
2474,2474,2019-03-07,1093.96,PayPal,refusé
2475,2475,2021-08-31,356.0,PayPal,accepté
2476,2476,2023-02-16,675.32,Carte,refusé
2477,2477,2024-12-26,1173.0,Carte,refusé
2478,2478,2021-11-11,971.02,Carte,accepté
2479,2479,2025-10-12,596.17,Virement,refusé
2480,2480,2019-06-27,471.43,Carte,accepté
2481,2481,2021-08-01,850.34,Virement,accepté
2482,2482,2023-09-28,1286.03,Virement,refusé
2483,2483,2023-02-27,1087.09,Carte,accepté
2484,2484,2023-04-04,124.02,PayPal,accepté
2485,2485,2023-04-17,1865.03,PayPal,refusé
2486,2486,2025-12-22,201.51,PayPal,refusé
2487,2487,2020-10-19,37.3,Virement,accepté
2488,2488,2021-01-02,1876.86,Virement,refusé
2489,2489,2024-04-19,1252.1,Carte,refusé
2490,2490,2020-06-03,595.91,Virement,accepté
2491,2491,2022-11-18,1400.07,Virement,refusé
2492,2492,2019-12-05,1718.36,Carte,accepté
2493,2493,2019-08-26,304.85,Virement,refusé
2494,2494,2020-02-12,1489.38,Virement,refusé
2495,2495,2021-06-05,539.94,PayPal,refusé
2496,2496,2022-05-29,1599.78,Virement,refusé
2497,2497,2024-07-30,1381.49,Carte,accepté
2498,2498,2024-07-13,1899.45,Virement,refusé
2499,2499,2025-11-29,1546.47,Carte,refusé
2500,2500,2020-08-30,1420.72,Carte,refusé
2501,2501,2020-09-19,1041.82,Virement,refusé
2502,2502,2023-12-04,143.88,PayPal,accepté
2503,2503,2019-11-30,1071.54,Carte,refusé
2504,2504,2020-10-03,1797.07,PayPal,refusé
2505,2505,2023-06-19,644.86,Virement,accepté
2506,2506,2025-10-15,1425.78,Carte,refusé
2507,2507,2019-12-06,1311.64,Carte,accepté
2508,2508,2024-11-27,974.2,PayPal,refusé
2509,2509,2025-10-05,113.16,Carte,refusé
2510,2510,2021-12-07,1870.92,Virement,accepté
2511,2511,2021-05-14,860.29,Virement,accepté
2512,2512,2023-06-22,1446.66,Carte,accepté
2513,2513,2025-05-27,517.21,Carte,refusé
2514,2514,2019-04-28,1028.4,Virement,refusé
2515,2515,2022-02-15,269.29,PayPal,refusé
2516,2516,2019-12-10,1235.3,Virement,accepté
2517,2517,2021-07-29,1266.46,PayPal,accepté
2518,2518,2020-09-24,323.68,Carte,accepté
2519,2519,2020-01-03,1589.7,Carte,refusé
2520,2520,2021-09-30,1826.62,Virement,refusé
2521,2521,2023-02-08,916.51,Virement,refusé
2522,2522,2022-12-21,1246.99,PayPal,refusé
2523,2523,2020-02-26,1410.09,Carte,accepté
2524,2524,2025-04-24,1045.61,Carte,refusé
2525,2525,2025-11-25,1475.47,PayPal,refusé
2526,2526,2023-08-28,168.8,Carte,refusé
2527,2527,2022-07-08,420.15,PayPal,refusé
2528,2528,2024-07-24,1409.66,Carte,accepté
2529,2529,2019-12-27,1873.93,Carte,refusé
2530,2530,2019-07-07,1787.82,Virement,accepté
2531,2531,2025-09-30,1036.37,Virement,accepté
2532,2532,2019-03-28,748.44,PayPal,refusé
2533,2533,2019-05-30,1792.13,PayPal,accepté
2534,2534,2021-10-08,205.7,PayPal,accepté
2535,2535,2022-03-06,504.3,Carte,refusé
2536,2536,2020-04-12,1379.69,PayPal,refusé
2537,2537,2021-01-05,69.29,Carte,refusé
2538,2538,2020-05-04,1213.17,Virement,accepté
2539,2539,2021-11-10,1232.96,Virement,refusé
2540,2540,2020-12-05,353.58,PayPal,refusé
2541,2541,2021-08-06,1240.76,PayPal,accepté
2542,2542,2024-03-19,1965.5,Carte,accepté
2543,2543,2025-08-23,182.69,Virement,accepté
2544,2544,2019-09-20,1396.84,PayPal,refusé
2545,2545,2019-12-30,1029.78,Virement,accepté
2546,2546,2022-11-07,683.46,PayPal,refusé
2547,2547,2023-04-10,761.67,PayPal,accepté
2548,2548,2019-04-03,83.15,Virement,refusé
2549,2549,2025-10-20,1205.42,PayPal,refusé
2550,2550,2025-08-14,451.6,Carte,accepté
2551,2551,2021-05-03,439.81,Virement,accepté
2552,2552,2022-10-25,1017.3,Carte,refusé
2553,2553,2024-05-01,107.18,Virement,refusé
2554,2554,2025-10-22,1142.56,Virement,accepté
2555,2555,2019-10-22,91.75,PayPal,refusé
2556,2556,2020-04-12,365.29,Carte,accepté
2557,2557,2025-02-10,281.58,PayPal,refusé
2558,2558,2022-08-19,278.41,Carte,accepté
2559,2559,2021-06-30,1596.35,Virement,refusé
2560,2560,2023-01-17,1226.65,Virement,accepté
2561,2561,2020-08-22,833.6,PayPal,accepté
2562,2562,2025-07-13,1193.18,Virement,accepté
2563,2563,2020-06-24,1653.47,PayPal,refusé
2564,2564,2019-03-12,1880.67,Virement,accepté
2565,2565,2025-12-24,837.48,PayPal,refusé
2566,2566,2019-09-16,375.19,Virement,refusé
2567,2567,2022-01-23,319.65,Carte,refusé
2568,2568,2024-01-20,943.36,PayPal,refusé
2569,2569,2022-07-19,1424.59,Virement,refusé
2570,2570,2022-05-28,988.58,PayPal,refusé
2571,2571,2019-10-25,247.54,Virement,refusé
2572,2572,2020-08-21,699.88,PayPal,refusé
2573,2573,2025-11-30,1768.69,PayPal,accepté
2574,2574,2024-02-17,390.54,Carte,refusé
2575,2575,2020-07-05,470.48,PayPal,accepté
2576,2576,2025-08-20,691.7,Carte,refusé
2577,2577,2019-12-31,815.36,Virement,accepté
2578,2578,2023-12-07,1296.44,Virement,refusé
2579,2579,2021-12-11,1088.49,Carte,accepté
2580,2580,2020-09-24,1161.46,Virement,accepté
2581,2581,2024-01-14,204.11,Carte,refusé
2582,2582,2020-04-09,1035.06,PayPal,refusé
2583,2583,2022-03-27,908.91,Carte,accepté
2584,2584,2025-11-10,858.99,Carte,refusé
2585,2585,2021-07-17,1440.64,Virement,accepté
2586,2586,2021-11-02,1072.53,Virement,refusé
2587,2587,2024-07-10,220.76,Carte,refusé
2588,2588,2023-02-10,66.44,Virement,refusé
2589,2589,2024-06-15,1221.84,Carte,refusé
2590,2590,2023-11-14,1919.62,Carte,refusé
2591,2591,2023-04-24,1529.54,PayPal,accepté
2592,2592,2022-07-17,1944.39,PayPal,refusé
2593,2593,2025-12-20,958.94,PayPal,refusé
2594,2594,2019-11-27,1696.61,PayPal,refusé
2595,2595,2023-10-30,1390.86,PayPal,refusé
2596,2596,2024-04-07,1188.65,Virement,refusé
2597,2597,2024-11-08,343.18,Carte,accepté
2598,2598,2024-02-02,1780.17,Carte,refusé
2599,2599,2020-01-14,556.19,PayPal,refusé
2600,2600,2025-02-01,946.91,PayPal,accepté
2601,2601,2019-07-10,1138.21,PayPal,refusé
2602,2602,2022-05-20,1487.22,Virement,accepté
2603,2603,2019-07-01,665.73,Carte,refusé
2604,2604,2022-05-09,1124.41,Carte,accepté
2605,2605,2020-10-10,420.49,Carte,refusé
2606,2606,2025-06-15,547.57,PayPal,accepté
2607,2607,2021-03-17,508.94,Virement,accepté
2608,2608,2023-12-21,1139.71,PayPal,accepté
2609,2609,2025-03-05,1699.49,Virement,accepté
2610,2610,2024-10-05,1171.16,PayPal,accepté
2611,2611,2024-04-30,34.71,Virement,refusé
2612,2612,2023-08-18,1616.34,Carte,accepté
2613,2613,2021-11-06,570.16,Virement,refusé
2614,2614,2019-02-26,1865.56,Carte,accepté
2615,2615,2019-04-24,1182.79,Carte,accepté
2616,2616,2022-10-05,1786.38,Virement,accepté
2617,2617,2025-12-12,724.13,PayPal,accepté
2618,2618,2021-06-27,1314.77,PayPal,refusé
2619,2619,2019-07-16,640.94,PayPal,refusé
2620,2620,2024-05-11,81.56,Virement,accepté
2621,2621,2024-09-21,1208.41,Virement,refusé
2622,2622,2020-04-18,393.33,PayPal,refusé
2623,2623,2022-07-10,1916.27,PayPal,accepté
2624,2624,2025-08-30,975.61,PayPal,accepté
2625,2625,2019-12-12,710.37,PayPal,accepté
2626,2626,2022-08-23,630.51,Virement,accepté
2627,2627,2022-10-04,1761.38,Carte,accepté
2628,2628,2021-05-10,1303.34,Virement,refusé
2629,2629,2023-02-09,956.27,PayPal,refusé
2630,2630,2023-01-25,513.87,Virement,refusé
2631,2631,2019-08-06,649.33,Virement,refusé
2632,2632,2022-06-01,1502.08,PayPal,accepté
2633,2633,2021-08-24,752.48,Carte,accepté
2634,2634,2025-08-06,431.23,Carte,accepté
2635,2635,2021-09-30,741.39,PayPal,accepté
2636,2636,2020-10-02,1847.62,PayPal,refusé
2637,2637,2021-11-04,1287.21,Virement,accepté
2638,2638,2019-01-23,1233.91,PayPal,refusé
2639,2639,2021-04-08,639.17,Carte,accepté
2640,2640,2021-11-27,905.24,Virement,refusé
2641,2641,2020-09-03,1859.84,Virement,refusé
2642,2642,2022-07-24,986.75,PayPal,accepté
2643,2643,2024-11-08,831.29,Carte,accepté
2644,2644,2021-06-30,1389.4,PayPal,accepté
2645,2645,2024-11-08,1792.22,PayPal,refusé
2646,2646,2019-07-29,343.12,Carte,accepté
2647,2647,2019-12-31,1217.37,Virement,refusé
2648,2648,2019-05-17,1842.99,PayPal,accepté
2649,2649,2021-10-06,1648.9,Virement,refusé
2650,2650,2020-12-23,1232.95,Virement,refusé
2651,2651,2023-04-16,781.13,PayPal,accepté
2652,2652,2023-02-20,653.83,PayPal,accepté
2653,2653,2025-07-12,692.59,PayPal,refusé
2654,2654,2024-05-09,548.14,PayPal,accepté
2655,2655,2019-11-29,463.87,Virement,refusé
2656,2656,2024-10-28,1647.57,Carte,accepté
2657,2657,2023-12-24,1277.75,Virement,accepté
2658,2658,2021-06-22,1369.32,PayPal,accepté
2659,2659,2021-08-14,1169.73,Virement,refusé
2660,2660,2024-10-17,305.0,Virement,refusé
2661,2661,2019-03-03,896.79,PayPal,refusé
2662,2662,2022-06-20,1403.0,Carte,accepté
2663,2663,2020-09-16,1862.3,Virement,accepté
2664,2664,2022-12-08,1859.72,PayPal,refusé
2665,2665,2023-02-02,1948.23,Carte,refusé
2666,2666,2020-04-07,699.69,Virement,refusé
2667,2667,2021-11-18,759.47,Virement,refusé
2668,2668,2023-03-19,1807.1,PayPal,accepté
2669,2669,2019-07-29,1542.36,PayPal,accepté
2670,2670,2023-04-09,1645.36,Carte,accepté
2671,2671,2025-04-08,349.62,Carte,refusé
2672,2672,2024-07-05,1081.19,PayPal,accepté
2673,2673,2019-06-13,481.01,PayPal,refusé
2674,2674,2022-08-29,1418.85,Virement,accepté
2675,2675,2024-05-18,342.01,PayPal,accepté
2676,2676,2019-07-16,312.45,Virement,refusé
2677,2677,2025-02-01,1482.96,Virement,accepté
2678,2678,2022-04-09,953.42,Virement,refusé
2679,2679,2019-01-16,1386.95,Carte,refusé
2680,2680,2022-04-12,1423.19,Virement,accepté
2681,2681,2020-12-19,1510.19,Carte,refusé
2682,2682,2025-12-27,1895.75,Carte,accepté
2683,2683,2021-08-08,237.72,PayPal,refusé
2684,2684,2019-12-25,1993.92,Carte,accepté
2685,2685,2021-01-15,922.88,Virement,refusé
2686,2686,2021-07-31,1212.07,Carte,refusé
2687,2687,2022-12-07,1422.12,Virement,refusé
2688,2688,2019-08-25,877.02,PayPal,refusé
2689,2689,2026-01-02,1335.28,PayPal,accepté
2690,2690,2025-03-20,676.91,Carte,refusé
2691,2691,2019-04-24,132.8,Carte,refusé
2692,2692,2025-10-05,1507.99,Virement,refusé
2693,2693,2023-12-17,585.64,Virement,refusé
2694,2694,2019-10-12,1602.25,Virement,refusé
2695,2695,2019-03-01,1063.48,Carte,accepté
2696,2696,2020-04-05,1509.05,PayPal,accepté
2697,2697,2022-06-28,620.06,Carte,refusé
2698,2698,2023-03-04,1718.16,Virement,refusé
2699,2699,2025-03-03,265.25,Virement,accepté
2700,2700,2021-01-20,931.25,Carte,refusé
2701,2701,2020-02-16,115.18,Carte,accepté
2702,2702,2023-07-19,624.02,Carte,refusé
2703,2703,2019-08-07,353.01,Virement,refusé
2704,2704,2019-01-07,1714.85,Carte,refusé
2705,2705,2025-12-16,622.96,PayPal,refusé
2706,2706,2020-12-14,1781.25,Carte,accepté
2707,2707,2025-08-25,446.43,Carte,accepté
2708,2708,2024-06-09,1451.03,Carte,refusé
2709,2709,2019-11-30,1975.09,Virement,refusé
2710,2710,2023-08-28,1872.81,Carte,refusé
2711,2711,2025-05-14,768.73,Carte,refusé
2712,2712,2021-10-09,1137.23,Carte,accepté
2713,2713,2022-10-10,316.55,Carte,refusé
2714,2714,2021-07-21,1572.36,PayPal,accepté
2715,2715,2019-09-02,1099.37,PayPal,accepté
2716,2716,2024-12-31,1321.57,Carte,accepté
2717,2717,2019-10-08,507.97,Carte,accepté
2718,2718,2020-09-30,411.52,Carte,refusé
2719,2719,2021-05-04,652.55,Virement,refusé
2720,2720,2024-04-30,1203.84,Virement,accepté
2721,2721,2020-11-15,1973.21,PayPal,refusé
2722,2722,2021-04-27,998.5,PayPal,refusé
2723,2723,2022-08-15,731.87,Virement,accepté
2724,2724,2021-04-30,1748.06,Carte,refusé
2725,2725,2019-09-05,1365.96,Virement,refusé
2726,2726,2022-10-13,1219.13,PayPal,refusé
2727,2727,2021-03-31,1959.55,PayPal,accepté
2728,2728,2022-10-09,1079.2,Carte,refusé
2729,2729,2025-11-19,693.7,Virement,accepté
2730,2730,2021-06-06,1678.53,Carte,accepté
2731,2731,2019-06-13,262.18,PayPal,accepté
2732,2732,2023-03-20,1503.41,PayPal,refusé
2733,2733,2020-02-01,1371.86,Virement,accepté
2734,2734,2022-07-19,792.41,Virement,accepté
2735,2735,2020-04-20,1811.34,PayPal,refusé
2736,2736,2023-09-18,1742.24,Virement,refusé
2737,2737,2024-03-27,1337.81,Virement,refusé
2738,2738,2022-01-28,1095.99,Carte,refusé
2739,2739,2021-08-18,1742.56,Carte,refusé
2740,2740,2024-09-01,1780.58,Virement,refusé
2741,2741,2024-07-20,1688.49,Carte,refusé
2742,2742,2023-03-04,987.12,PayPal,refusé
2743,2743,2025-05-17,970.3,Virement,refusé
2744,2744,2023-10-01,443.04,PayPal,refusé
2745,2745,2025-07-13,257.36,Carte,refusé
2746,2746,2024-07-09,838.05,Virement,accepté
2747,2747,2019-12-24,115.18,Virement,refusé
2748,2748,2024-06-25,520.78,Carte,refusé
2749,2749,2020-10-02,1768.25,Carte,refusé
2750,2750,2024-08-17,1247.77,PayPal,refusé
2751,2751,2020-06-23,609.41,PayPal,accepté
2752,2752,2024-02-28,1071.04,PayPal,accepté
2753,2753,2022-11-30,134.52,Virement,refusé
2754,2754,2020-05-13,1229.19,PayPal,refusé
2755,2755,2019-09-05,589.49,Carte,refusé
2756,2756,2023-01-17,339.65,PayPal,accepté
2757,2757,2019-08-05,1016.89,Virement,accepté
2758,2758,2023-02-16,732.45,PayPal,accepté
2759,2759,2024-11-25,719.06,Carte,accepté
2760,2760,2020-12-26,1364.31,Carte,refusé
2761,2761,2019-12-30,1457.6,Carte,accepté
2762,2762,2023-12-02,1066.18,Carte,accepté
2763,2763,2019-10-16,1476.01,Virement,refusé
2764,2764,2021-05-28,1691.85,Virement,accepté
2765,2765,2021-02-14,675.42,Carte,accepté
2766,2766,2023-10-11,1531.35,Virement,accepté
2767,2767,2021-12-23,168.64,PayPal,accepté
2768,2768,2023-04-18,1574.83,Virement,refusé
2769,2769,2023-06-08,1681.4,Virement,accepté
2770,2770,2020-08-09,397.75,Virement,accepté
2771,2771,2021-02-20,1622.42,Virement,accepté
2772,2772,2023-12-01,924.66,PayPal,refusé
2773,2773,2023-04-02,1061.34,PayPal,accepté
2774,2774,2025-02-07,406.5,Carte,accepté
2775,2775,2019-06-05,138.24,Carte,accepté
2776,2776,2026-01-02,1419.0,Carte,accepté
2777,2777,2019-11-02,1100.26,Virement,accepté
2778,2778,2024-05-28,491.71,Virement,accepté
2779,2779,2019-09-02,1016.06,Carte,accepté
2780,2780,2022-07-05,1985.27,Virement,accepté
2781,2781,2020-03-04,916.3,Carte,refusé
2782,2782,2024-12-16,1468.04,Carte,refusé
2783,2783,2023-03-16,505.38,Virement,refusé
2784,2784,2021-02-19,948.19,PayPal,accepté
2785,2785,2024-10-15,1038.36,Virement,accepté
2786,2786,2019-02-22,851.05,PayPal,refusé
2787,2787,2019-08-09,1484.08,PayPal,refusé
2788,2788,2020-06-05,1089.8,Virement,accepté
2789,2789,2021-01-10,942.82,Carte,accepté
2790,2790,2022-12-24,1837.08,Carte,refusé
2791,2791,2023-05-07,1581.04,Carte,refusé
2792,2792,2025-12-14,1078.24,Carte,refusé
2793,2793,2023-08-27,1372.38,PayPal,accepté
2794,2794,2022-04-22,1264.19,PayPal,refusé
2795,2795,2020-09-23,647.41,PayPal,refusé
2796,2796,2019-02-10,1146.17,Carte,refusé
2797,2797,2020-10-23,1627.27,PayPal,refusé
2798,2798,2021-11-01,609.54,Carte,accepté
2799,2799,2024-02-15,884.31,PayPal,refusé
2800,2800,2025-01-25,960.16,Carte,refusé
2801,2801,2021-11-23,971.21,Virement,accepté
2802,2802,2025-02-28,696.53,Virement,refusé
2803,2803,2020-04-18,686.58,Carte,refusé
2804,2804,2023-10-11,1088.72,Carte,refusé
2805,2805,2019-01-10,538.46,Carte,refusé
2806,2806,2021-10-24,1605.5,Carte,refusé
2807,2807,2021-11-22,939.86,Virement,refusé
2808,2808,2024-11-17,200.88,PayPal,refusé
2809,2809,2024-10-22,70.98,PayPal,accepté
2810,2810,2023-06-16,629.93,PayPal,accepté
2811,2811,2022-06-30,577.97,PayPal,refusé
2812,2812,2023-07-25,56.7,Carte,refusé
2813,2813,2024-07-13,1940.11,PayPal,refusé
2814,2814,2019-08-27,1190.07,Virement,refusé
2815,2815,2025-12-21,338.03,Carte,refusé
2816,2816,2020-08-08,1651.36,Virement,accepté
2817,2817,2022-07-13,897.99,Carte,accepté
2818,2818,2022-07-09,1755.7,Carte,accepté
2819,2819,2023-02-11,1878.75,PayPal,accepté
2820,2820,2023-09-05,399.71,Virement,refusé
2821,2821,2022-06-08,389.98,PayPal,accepté
2822,2822,2021-10-11,134.66,PayPal,refusé
2823,2823,2024-08-14,1171.19,Carte,accepté
2824,2824,2023-08-25,544.76,PayPal,accepté
2825,2825,2023-04-18,1553.91,Virement,refusé
2826,2826,2023-01-31,160.89,PayPal,accepté
2827,2827,2021-11-19,310.17,PayPal,accepté
2828,2828,2019-12-09,1188.73,Virement,accepté
2829,2829,2019-12-31,98.7,PayPal,refusé
2830,2830,2021-02-14,1866.34,PayPal,accepté
2831,2831,2019-09-29,1353.46,Virement,refusé
2832,2832,2021-08-15,860.4,PayPal,refusé
2833,2833,2025-06-07,1499.13,Virement,accepté
2834,2834,2024-03-22,702.37,PayPal,refusé
2835,2835,2019-10-08,1601.24,Carte,accepté
2836,2836,2024-05-07,843.65,PayPal,refusé
2837,2837,2019-09-15,1056.89,Virement,accepté
2838,2838,2024-10-14,1802.56,Carte,refusé
2839,2839,2023-09-12,1534.97,PayPal,accepté
2840,2840,2019-11-11,1803.72,Virement,accepté
2841,2841,2019-10-12,847.26,Virement,accepté
2842,2842,2019-04-14,679.39,PayPal,refusé
2843,2843,2023-06-26,1184.38,Carte,accepté
2844,2844,2021-10-06,854.2,Virement,refusé
2845,2845,2020-11-07,263.92,Virement,accepté
2846,2846,2019-10-22,1739.41,Virement,refusé
2847,2847,2022-04-22,944.49,Carte,accepté
2848,2848,2023-12-23,368.24,Carte,refusé
2849,2849,2023-11-17,729.79,PayPal,accepté
2850,2850,2022-01-27,574.3,PayPal,refusé
2851,2851,2020-01-01,1285.94,PayPal,refusé
2852,2852,2020-10-17,965.08,Virement,refusé
2853,2853,2025-12-07,1655.08,PayPal,accepté
2854,2854,2019-09-30,153.08,Virement,refusé
2855,2855,2022-10-25,1756.77,PayPal,refusé
2856,2856,2024-03-01,1613.74,Virement,refusé
2857,2857,2020-08-11,1389.19,Carte,accepté
2858,2858,2020-12-08,502.0,Virement,accepté
2859,2859,2022-06-18,361.52,Virement,accepté
2860,2860,2019-05-06,603.62,PayPal,refusé
2861,2861,2021-07-20,1304.17,Virement,refusé
2862,2862,2022-11-11,835.63,PayPal,refusé
2863,2863,2021-05-02,1483.27,Carte,refusé
2864,2864,2023-03-23,1078.83,Carte,accepté
2865,2865,2025-09-22,1766.63,Virement,accepté
2866,2866,2023-06-30,585.43,Carte,accepté
2867,2867,2023-03-12,206.39,Virement,refusé
2868,2868,2024-11-19,1143.02,Carte,refusé
2869,2869,2025-09-28,1379.9,Virement,refusé
2870,2870,2022-11-09,1593.79,Carte,refusé
2871,2871,2019-02-04,1621.71,PayPal,refusé
2872,2872,2023-03-07,599.63,Virement,refusé
2873,2873,2025-01-24,1255.65,PayPal,accepté
2874,2874,2023-06-10,444.85,Carte,refusé
2875,2875,2024-11-29,615.57,Virement,accepté
2876,2876,2025-04-05,370.3,PayPal,refusé
2877,2877,2020-08-22,1891.51,Virement,accepté
2878,2878,2020-04-25,1976.66,PayPal,refusé
2879,2879,2024-09-11,369.41,Carte,accepté
2880,2880,2023-08-30,1369.76,Carte,accepté
2881,2881,2021-10-24,532.48,Carte,refusé
2882,2882,2024-05-30,1324.29,Virement,refusé
2883,2883,2021-07-18,1192.45,Virement,accepté
2884,2884,2023-06-07,1894.5,PayPal,accepté
2885,2885,2019-07-06,1778.24,PayPal,refusé
2886,2886,2022-04-04,95.51,PayPal,accepté
2887,2887,2019-11-06,1665.63,PayPal,accepté
2888,2888,2022-10-30,464.0,Carte,refusé
2889,2889,2023-12-05,1826.18,Virement,accepté
2890,2890,2019-08-26,1613.44,Carte,accepté
2891,2891,2023-04-28,973.37,Carte,accepté
2892,2892,2024-10-26,195.75,Virement,refusé
2893,2893,2019-01-28,1053.0,Virement,accepté
2894,2894,2022-06-18,1208.2,Virement,refusé
2895,2895,2024-02-26,265.87,PayPal,accepté
2896,2896,2021-06-13,955.38,PayPal,accepté
2897,2897,2020-05-17,91.06,Virement,refusé
2898,2898,2024-12-25,1996.38,PayPal,accepté
2899,2899,2022-01-23,1175.35,PayPal,accepté
2900,2900,2022-09-07,315.12,Carte,accepté
2901,2901,2020-01-03,140.49,PayPal,refusé
2902,2902,2025-10-19,1484.6,Carte,refusé
2903,2903,2021-12-03,40.2,Virement,accepté
2904,2904,2025-05-15,275.14,Virement,refusé
2905,2905,2024-03-29,518.86,Carte,refusé
2906,2906,2021-12-03,1823.46,PayPal,refusé
2907,2907,2019-10-28,1697.61,Virement,refusé
2908,2908,2019-02-25,59.43,Virement,accepté
2909,2909,2022-08-09,1677.27,Carte,refusé
2910,2910,2020-01-16,633.64,PayPal,refusé
2911,2911,2021-05-18,1689.83,PayPal,accepté
2912,2912,2022-03-10,1575.95,Carte,accepté
2913,2913,2024-06-22,1004.38,Virement,refusé
2914,2914,2022-10-09,452.1,Carte,refusé
2915,2915,2024-02-25,25.84,Carte,accepté
2916,2916,2023-02-24,1985.23,Carte,accepté
2917,2917,2025-09-02,1068.47,Carte,accepté
2918,2918,2019-12-19,1079.94,PayPal,refusé
2919,2919,2021-06-02,1865.88,PayPal,refusé
2920,2920,2025-11-26,1404.01,Virement,accepté
2921,2921,2020-06-04,215.68,PayPal,refusé
2922,2922,2022-02-12,1608.85,Carte,refusé
2923,2923,2024-01-09,127.7,Virement,refusé
2924,2924,2022-03-24,195.15,PayPal,refusé
2925,2925,2019-05-19,1660.35,Virement,refusé
2926,2926,2022-02-17,781.27,PayPal,refusé
2927,2927,2021-03-27,1235.46,PayPal,accepté
2928,2928,2022-08-20,1663.32,Carte,accepté
2929,2929,2022-06-19,838.92,PayPal,accepté
2930,2930,2025-03-22,1590.23,Virement,refusé
2931,2931,2023-03-15,654.21,Carte,refusé
2932,2932,2020-05-23,1554.44,Carte,accepté
2933,2933,2022-06-05,458.04,Carte,refusé
2934,2934,2025-08-14,1980.04,Virement,accepté
2935,2935,2020-07-16,967.82,Carte,refusé
2936,2936,2023-11-13,1527.95,Virement,refusé
2937,2937,2023-01-20,1457.37,PayPal,refusé
2938,2938,2019-03-21,708.78,PayPal,refusé
2939,2939,2021-06-19,1160.95,Virement,accepté
2940,2940,2024-06-01,1950.81,PayPal,accepté
2941,2941,2022-07-04,430.24,PayPal,refusé
2942,2942,2023-11-25,282.18,PayPal,accepté
2943,2943,2022-10-06,1950.9,Virement,accepté
2944,2944,2022-01-25,690.77,Carte,refusé
2945,2945,2025-10-29,1457.01,PayPal,accepté
2946,2946,2020-11-22,800.2,Virement,refusé
2947,2947,2025-02-21,1899.45,Carte,accepté
2948,2948,2020-10-17,1509.54,Virement,accepté
2949,2949,2024-11-10,895.88,PayPal,accepté
2950,2950,2020-10-17,1399.99,PayPal,refusé
2951,2951,2025-01-29,1474.1,Virement,accepté
2952,2952,2020-11-05,1293.86,PayPal,refusé
2953,2953,2019-09-30,1070.66,Carte,accepté
2954,2954,2023-11-05,80.48,PayPal,refusé
2955,2955,2023-02-06,1089.1,Carte,accepté
2956,2956,2020-10-29,1224.9,Virement,refusé
2957,2957,2023-07-13,375.78,Carte,accepté
2958,2958,2019-07-22,1582.12,Carte,refusé
2959,2959,2023-05-22,1042.61,PayPal,refusé
2960,2960,2020-08-09,888.1,PayPal,accepté
2961,2961,2025-12-06,1778.18,Carte,refusé
2962,2962,2022-08-10,1022.03,Virement,accepté
2963,2963,2024-09-21,1429.6,PayPal,accepté
2964,2964,2021-12-20,1231.07,Virement,accepté
2965,2965,2023-01-22,1516.97,Carte,accepté
2966,2966,2025-01-20,1757.96,Virement,accepté
2967,2967,2024-01-24,253.01,PayPal,accepté
2968,2968,2022-06-23,343.45,PayPal,accepté
2969,2969,2022-02-25,372.6,PayPal,accepté
2970,2970,2021-08-19,1668.95,PayPal,accepté
2971,2971,2020-06-26,1394.09,Virement,refusé
2972,2972,2021-12-06,1372.4,PayPal,accepté
2973,2973,2024-03-25,1040.2,Virement,refusé
2974,2974,2023-06-24,1527.04,Carte,accepté
2975,2975,2021-04-17,1099.56,Carte,refusé
2976,2976,2019-03-30,1379.51,PayPal,accepté
2977,2977,2022-01-31,531.97,PayPal,refusé
2978,2978,2024-06-24,1411.5,Virement,refusé
2979,2979,2024-02-15,447.46,PayPal,accepté
2980,2980,2021-09-02,1515.52,PayPal,refusé
2981,2981,2019-07-28,1210.78,Virement,refusé
2982,2982,2025-06-30,1513.07,Virement,accepté
2983,2983,2020-07-24,907.41,Carte,refusé
2984,2984,2024-07-16,1378.95,Virement,refusé
2985,2985,2019-04-01,213.56,Carte,accepté
2986,2986,2023-11-06,1175.48,Virement,accepté
2987,2987,2024-10-24,1530.22,Carte,accepté
2988,2988,2025-05-06,311.27,Carte,accepté
2989,2989,2021-01-20,664.74,PayPal,accepté
2990,2990,2024-09-01,1066.07,Carte,accepté
2991,2991,2021-09-23,1637.13,Virement,accepté
2992,2992,2024-07-03,1739.35,Carte,accepté
2993,2993,2025-04-11,941.97,Carte,accepté
2994,2994,2024-11-26,817.54,Virement,refusé
2995,2995,2025-08-15,856.5,PayPal,refusé
2996,2996,2021-05-18,1346.61,Carte,accepté
2997,2997,2019-04-11,299.95,Virement,refusé
2998,2998,2024-11-04,826.75,Carte,accepté
2999,2999,2024-12-07,50.24,Virement,refusé
3000,3000,2022-08-16,1668.8,PayPal,refusé
3001,3001,2025-05-06,428.75,Carte,accepté
3002,3002,2021-10-05,1749.79,Carte,refusé
