id_commande,id_client,date_commande,statut_commande,montant_total,mode_commande
2830,2044,2021-02-12,échouée,1866.34,web
2831,4152,2019-09-24,en cours,1353.46,web
2832,5534,2021-08-15,en cours,860.4,web
2833,4418,2025-06-05,livrée,1499.13,mobile
2834,224,2024-03-19,échouée,702.37,mobile
2835,2484,2019-10-03,livrée,1601.24,mobile
2836,13,2024-05-07,en cours,843.65,web
2837,4657,2019-09-15,échouée,1056.89,mobile
2838,2488,2024-10-09,expédiée,1802.56,mobile
2839,5078,2023-09-11,livrée,1534.97,mobile
2840,3971,2019-11-10,en cours,1803.72,mobile
2841,4793,2019-10-12,expédiée,847.26,web
2842,1337,2019-04-10,expédiée,679.39,web
2843,2369,2023-06-21,expédiée,1184.38,web
2844,3857,2021-10-02,livrée,854.2,mobile
2845,4349,2020-11-05,en cours,263.92,web
2846,4046,2019-10-17,expédiée,1739.41,web
2847,1741,2022-04-18,livrée,944.49,mobile
2848,4145,2023-12-19,en cours,368.24,mobile
2849,3475,2023-11-17,livrée,729.79,web
2850,94,2022-01-24,livrée,574.3,mobile
2851,945,2019-12-29,en cours,1285.94,web
2852,4682,2020-10-12,en cours,965.08,web
2853,5374,2025-12-04,échouée,1655.08,web
2854,4215,2019-09-25,en cours,153.08,web
2855,5760,2022-10-20,livrée,1756.77,mobile
2856,2560,2024-03-01,échouée,1613.74,web
2857,108,2020-08-07,en cours,1389.19,mobile
2858,1776,2020-12-04,échouée,502.0,mobile
2859,3978,2022-06-18,en cours,361.52,web
2860,4485,2019-05-03,expédiée,603.62,web
2861,3557,2021-07-15,échouée,1304.17,mobile
2862,4763,2022-11-10,échouée,835.63,web
2863,2929,2021-04-30,échouée,1483.27,web
2864,48,2023-03-23,expédiée,1078.83,web
2865,1418,2025-09-21,expédiée,1766.63,mobile
2866,1958,2023-06-28,livrée,585.43,mobile
2867,2111,2023-03-09,échouée,206.39,mobile
2868,5321,2024-11-14,échouée,1143.02,web
2869,4378,2025-09-28,échouée,1379.9,web
2870,5385,2022-11-09,en cours,1593.79,mobile
2871,5290,2019-02-02,en cours,1621.71,mobile
2872,4139,2023-03-02,livrée,599.63,mobile
2873,3506,2025-01-19,échouée,1255.65,web
2874,174,2023-06-07,en cours,444.85,mobile
2875,2785,2024-11-24,échouée,615.57,mobile
2876,4178,2025-04-01,expédiée,370.3,mobile
2877,1966,2020-08-18,en cours,1891.51,mobile
2878,762,2020-04-22,échouée,1976.66,web
2879,1915,2024-09-07,échouée,369.41,web
2880,2761,2023-08-27,en cours,1369.76,web
2881,3051,2021-10-24,échouée,532.48,web
2882,4851,2024-05-26,échouée,1324.29,web
2883,1018,2021-07-18,expédiée,1192.45,mobile
2884,3130,2023-06-07,échouée,1894.5,mobile
2885,4592,2019-07-06,livrée,1778.24,web
2886,5620,2022-03-30,expédiée,95.51,mobile
2887,5215,2019-11-05,échouée,1665.63,web
2888,132,2022-10-27,échouée,464.0,mobile
2889,82,2023-12-02,échouée,1826.18,web
2890,5938,2019-08-21,en cours,1613.44,mobile
2891,3691,2023-04-23,expédiée,973.37,web
2892,2325,2024-10-21,échouée,195.75,web
2893,3481,2019-01-23,livrée,1053.0,mobile
2894,4248,2022-06-14,en cours,1208.2,mobile
2895,5002,2024-02-22,expédiée,265.87,web
2896,1018,2021-06-09,livrée,955.38,web
2897,3171,2020-05-15,livrée,91.06,mobile
2898,5166,2024-12-24,livrée,1996.38,web
2899,3191,2022-01-18,échouée,1175.35,web
2900,3348,2022-09-07,livrée,315.12,web
2901,5690,2019-12-29,en cours,140.49,web
2902,4564,2025-10-14,expédiée,1484.6,web
2903,1681,2021-12-01,livrée,40.2,web
2904,5246,2025-05-10,expédiée,275.14,mobile
2905,1252,2024-03-28,échouée,518.86,web
2906,3662,2021-12-03,échouée,1823.46,mobile
2907,5852,2019-10-28,échouée,1697.61,web
2908,4157,2019-02-24,expédiée,59.43,mobile
2909,1797,2022-08-08,livrée,1677.27,mobile
2910,1765,2020-01-13,livrée,633.64,web
2911,5306,2021-05-16,livrée,1689.83,web
2912,836,2022-03-06,livrée,1575.95,web
2913,1832,2024-06-18,expédiée,1004.38,mobile
2914,877,2022-10-06,expédiée,452.1,mobile
2915,3636,2024-02-25,livrée,25.84,mobile
2916,58,2023-02-20,en cours,1985.23,web
2917,5060,2025-09-02,échouée,1068.47,web
2918,857,2019-12-16,échouée,1079.94,web
2919,4262,2021-05-29,en cours,1865.88,mobile
2920,2437,2025-11-21,expédiée,1404.01,mobile
2921,238,2020-06-03,expédiée,215.68,web
2922,4013,2022-02-08,livrée,1608.85,web
2923,168,2024-01-04,en cours,127.7,web
2924,3094,2022-03-22,expédiée,195.15,web
2925,3159,2019-05-19,en cours,1660.35,web
2926,2438,2022-02-14,échouée,781.27,mobile
2927,4181,2021-03-27,livrée,1235.46,web
2928,2481,2022-08-20,livrée,1663.32,web
2929,4640,2022-06-18,expédiée,838.92,mobile
2930,1427,2025-03-17,en cours,1590.23,mobile
2931,48,2023-03-14,expédiée,654.21,mobile
2932,2679,2020-05-20,en cours,1554.44,web
2933,30,2022-06-02,échouée,458.04,web
2934,2976,2025-08-11,en cours,1980.04,mobile
2935,5960,2020-07-16,en cours,967.82,mobile
2936,5463,2023-11-11,en cours,1527.95,web
2937,3179,2023-01-19,expédiée,1457.37,web
2938,5372,2019-03-20,expédiée,708.78,mobile
2939,25,2021-06-16,livrée,1160.95,web
2940,4615,2024-05-31,expédiée,1950.81,web
2941,1267,2022-07-02,livrée,430.24,mobile
2942,1465,2023-11-25,expédiée,282.18,web
2943,5075,2022-10-06,livrée,1950.9,mobile
2944,3664,2022-01-21,expédiée,690.77,mobile
2945,336,2025-10-24,livrée,1457.01,mobile
2946,934,2020-11-18,échouée,800.2,web
2947,476,2025-02-16,livrée,1899.45,mobile
2948,5127,2020-10-12,échouée,1509.54,web
2949,5198,2024-11-10,échouée,895.88,web
2950,2836,2020-10-17,expédiée,1399.99,mobile
2951,1925,2025-01-27,en cours,1474.1,web
2952,1512,2020-11-05,expédiée,1293.86,web
2953,1508,2019-09-26,en cours,1070.66,web
2954,5269,2023-11-01,expédiée,80.48,mobile
2955,3908,2023-02-05,échouée,1089.1,mobile
2956,3374,2020-10-28,expédiée,1224.9,mobile
2957,5449,2023-07-10,expédiée,375.78,web
2958,5152,2019-07-19,échouée,1582.12,web
2959,1349,2023-05-19,échouée,1042.61,mobile
2960,694,2020-08-09,échouée,888.1,mobile
2961,2794,2025-12-03,expédiée,1778.18,web
2962,4353,2022-08-07,en cours,1022.03,web
2963,489,2024-09-18,échouée,1429.6,mobile
2964,5076,2021-12-18,expédiée,1231.07,web
2965,3266,2023-01-18,expédiée,1516.97,web
2966,2337,2025-01-16,expédiée,1757.96,mobile
2967,1558,2024-01-24,livrée,253.01,web
2968,5060,2022-06-20,expédiée,343.45,mobile
2969,2470,2022-02-25,échouée,372.6,mobile
2970,2848,2021-08-19,livrée,1668.95,mobile
2971,3115,2020-06-25,échouée,1394.09,web
2972,1633,2021-12-04,expédiée,1372.4,mobile
2973,1289,2024-03-20,livrée,1040.2,mobile
2974,3206,2023-06-22,en cours,1527.04,mobile
2975,5631,2021-04-13,échouée,1099.56,web
2976,1642,2019-03-26,expédiée,1379.51,web
2977,4176,2022-01-31,expédiée,531.97,web
2978,5984,2024-06-24,échouée,1411.5,mobile
2979,2727,2024-02-13,en cours,447.46,mobile
2980,4056,2021-08-31,échouée,1515.52,mobile
2981,4614,2019-07-24,expédiée,1210.78,mobile
2982,1037,2025-06-28,en cours,1513.07,web
2983,361,2020-07-22,expédiée,907.41,web
2984,3460,2024-07-11,livrée,1378.95,mobile
2985,2001,2019-03-27,livrée,213.56,mobile
2986,5668,2023-11-02,en cours,1175.48,web
2987,355,2024-10-21,en cours,1530.22,mobile
2988,1221,2025-05-01,expédiée,311.27,web
2989,3594,2021-01-15,expédiée,664.74,web
2990,4193,2024-08-28,échouée,1066.07,mobile
2991,2549,2021-09-18,expédiée,1637.13,mobile
2992,970,2024-06-29,échouée,1739.35,web
2993,894,2025-04-09,expédiée,941.97,web
2994,2456,2024-11-21,expédiée,817.54,web
2995,2621,2025-08-13,livrée,856.5,web
2996,882,2021-05-14,livrée,1346.61,mobile
2997,176,2019-04-11,livrée,299.95,web
2998,4857,2024-11-02,expédiée,826.75,mobile
2999,4155,2024-12-07,expédiée,50.24,mobile
3000,5697,2022-08-12,en cours,1668.8,web
3001,4434,2025-05-04,livrée,428.75,mobile
3002,3806,2021-10-03,expédiée,1749.79,web
3003,743,2023-02-23,livrée,290.47,mobile
3004,3681,2025-02-02,livrée,857.68,web
3005,782,2023-08-27,livrée,484.37,web
3006,2667,2024-11-13,en cours,380.89,mobile
3007,4572,2025-10-16,livrée,776.33,mobile
3008,4223,2021-11-14,livrée,237.7,web
3009,5165,2019-10-12,échouée,345.21,mobile
3010,1008,2019-04-17,échouée,328.59,web
3011,2655,2020-04-03,expédiée,1004.15,web
3012,4454,2023-03-09,échouée,1002.14,mobile
3013,419,2022-05-18,expédiée,741.3,web
3014,4180,2024-06-14,échouée,579.12,mobile
3015,1032,2019-06-15,expédiée,1125.72,mobile
3016,1434,2022-06-05,livrée,756.14,mobile
3017,3370,2019-07-29,expédiée,1367.62,mobile
3018,1035,2024-03-03,en cours,590.13,mobile
3019,31,2025-08-21,en cours,1647.47,mobile
3020,5275,2024-03-05,livrée,1744.25,mobile
3021,735,2023-04-01,en cours,600.25,mobile
3022,4284,2022-11-19,livrée,1480.39,web
3023,632,2023-11-04,expédiée,1889.42,web
3024,152,2022-10-28,livrée,1140.23,web
3025,5546,2019-01-17,en cours,25.35,mobile
3026,2445,2023-11-13,échouée,754.75,mobile
3027,3494,2019-08-05,en cours,1946.05,web
3028,3478,2019-08-04,livrée,494.63,mobile
3029,5835,2019-05-17,expédiée,1849.68,web
3030,181,2022-12-10,livrée,1205.88,mobile
3031,770,2020-11-23,livrée,1436.31,mobile
3032,5819,2019-09-21,en cours,1928.94,web
3033,2944,2023-07-20,livrée,1044.7,mobile
3034,2973,2020-04-16,livrée,1579.35,mobile
3035,5885,2024-02-27,échouée,281.18,web
3036,483,2022-05-19,livrée,993.61,mobile
3037,453,2023-08-23,en cours,118.79,mobile
3038,5196,2019-04-17,en cours,132.38,web
3039,4894,2020-09-17,en cours,1643.87,web
3040,1410,2024-02-23,expédiée,1542.4,mobile
3041,1810,2022-01-07,expédiée,480.4,web
3042,3554,2021-08-25,expédiée,1517.7,mobile
3043,4344,2019-09-07,en cours,948.75,web
3044,4163,2021-10-22,livrée,980.38,mobile
3045,5682,2021-12-09,livrée,635.48,mobile
3046,3163,2022-10-07,échouée,1182.07,web
3047,397,2023-01-24,expédiée,1255.92,mobile
3048,710,2025-01-23,échouée,1892.38,mobile
3049,5647,2023-05-09,expédiée,1847.95,mobile
3050,5019,2023-01-25,échouée,456.67,web
3051,5285,2025-02-06,échouée,527.61,mobile
3052,4430,2020-06-26,en cours,177.35,web
3053,1560,2023-08-21,expédiée,976.63,web
3054,370,2024-01-14,échouée,1795.96,web
3055,1424,2019-10-13,en cours,1798.06,web
3056,4991,2025-06-01,livrée,1478.78,mobile
3057,1088,2021-09-06,expédiée,324.23,mobile
3058,125,2024-03-04,en cours,826.63,mobile
3059,5382,2021-08-27,échouée,1303.34,mobile
3060,5731,2025-04-08,expédiée,126.89,mobile
3061,1881,2025-02-21,en cours,466.24,web
3062,553,2019-12-04,expédiée,692.68,mobile
3063,5781,2025-07-05,échouée,876.72,mobile
3064,5591,2020-12-27,en cours,1287.47,web
3065,914,2024-07-28,expédiée,543.49,web
3066,230,2019-06-02,échouée,333.04,web
3067,3566,2022-04-14,livrée,1850.72,mobile
3068,1276,2024-05-17,en cours,924.74,web
3069,545,2019-10-15,en cours,1325.91,web
3070,2207,2019-09-01,expédiée,1871.27,web
3071,5647,2025-12-21,échouée,1513.56,mobile
3072,3905,2020-06-09,livrée,297.03,mobile
3073,5823,2019-12-30,livrée,916.48,web
3074,3365,2024-05-28,échouée,1958.61,mobile
3075,4577,2023-07-06,expédiée,1764.86,mobile
3076,1139,2019-09-03,échouée,1216.79,web
3077,1203,2023-11-15,expédiée,1508.78,mobile
3078,630,2023-07-21,expédiée,90.78,web
3079,3193,2023-12-31,échouée,421.79,web
3080,5424,2024-04-03,échouée,1155.48,web
3081,2509,2020-05-19,échouée,1395.64,web
3082,188,2022-01-02,livrée,1104.86,mobile
3083,3670,2024-07-08,en cours,647.91,mobile
3084,4202,2024-12-15,en cours,1034.52,web
3085,1930,2022-10-22,expédiée,1088.19,mobile
3086,2180,2022-11-27,en cours,430.2,mobile
3087,4401,2024-10-06,livrée,314.81,mobile
3088,3087,2025-01-05,expédiée,1295.06,mobile
3089,2838,2022-11-06,expédiée,587.83,mobile
3090,4192,2019-10-26,en cours,1603.22,web
3091,3049,2025-03-14,livrée,571.05,web
3092,1675,2019-04-18,livrée,1919.89,mobile
3093,798,2024-03-05,en cours,765.24,mobile
3094,5389,2022-03-21,livrée,1760.51,web
3095,27,2021-06-22,expédiée,853.41,web
3096,2867,2019-07-28,en cours,49.9,web
3097,5815,2020-02-13,expédiée,1194.88,mobile
3098,1785,2024-01-14,livrée,41.87,web
3099,5813,2022-02-22,livrée,1802.25,mobile
3100,5898,2019-12-09,expédiée,1392.8,web
3101,4481,2020-03-06,échouée,660.26,web
3102,2026,2019-10-16,livrée,1237.75,mobile
3103,4589,2025-11-01,expédiée,152.0,mobile
3104,354,2023-05-13,livrée,1584.62,mobile
3105,2193,2025-03-09,en cours,1555.72,web
3106,4740,2025-05-05,livrée,759.83,mobile
3107,4564,2025-07-16,expédiée,381.86,mobile
3108,871,2023-04-08,livrée,899.97,mobile
3109,4628,2025-10-16,livrée,369.73,mobile
3110,2791,2023-05-01,échouée,1246.57,mobile
3111,4046,2019-07-14,échouée,917.01,web
3112,628,2024-12-08,livrée,890.98,mobile
3113,302,2023-05-25,livrée,351.96,web
3114,840,2019-04-05,livrée,975.03,web
3115,5394,2019-12-27,échouée,900.0,mobile
3116,4397,2021-03-15,en cours,930.33,web
3117,109,2024-04-13,en cours,841.88,web
3118,3416,2023-12-02,échouée,1918.81,mobile
3119,2063,2023-10-11,livrée,1517.57,web
3120,5194,2024-09-30,expédiée,1129.97,mobile
3121,384,2025-04-10,expédiée,461.72,web
3122,4493,2024-07-18,échouée,1091.14,mobile
3123,3016,2022-11-29,livrée,1745.98,web
3124,4434,2019-05-26,en cours,1421.98,mobile
3125,4932,2021-02-11,livrée,1244.7,web
3126,5463,2022-12-04,expédiée,1719.85,mobile
3127,3414,2019-06-24,en cours,243.47,web
3128,2181,2025-12-05,expédiée,186.61,web
3129,2293,2022-02-16,échouée,1214.12,mobile
3130,4468,2023-09-10,en cours,1752.13,web
3131,1041,2020-11-17,en cours,1253.63,web
3132,175,2021-08-30,expédiée,1276.09,web
3133,3362,2022-09-05,en cours,817.82,web
3134,5206,2025-10-21,en cours,248.08,web
3135,2506,2019-06-03,expédiée,1681.29,web
3136,1911,2024-05-27,en cours,1003.05,web
3137,4760,2021-01-05,livrée,1236.91,web
3138,1566,2022-02-15,échouée,1849.24,web
3139,4481,2022-11-23,expédiée,333.58,web
3140,3284,2022-01-11,expédiée,231.95,mobile
3141,734,2020-12-30,livrée,610.94,web
3142,5255,2020-06-25,livrée,1386.57,mobile
3143,4484,2022-08-31,livrée,456.76,web
3144,2490,2025-09-07,en cours,1412.15,mobile
3145,5671,2022-05-26,en cours,507.16,mobile
3146,1044,2025-12-28,échouée,1060.57,web
3147,4269,2021-09-23,en cours,1028.19,mobile
3148,1592,2024-07-22,expédiée,922.12,web
3149,3181,2019-10-02,livrée,57.49,mobile
3150,4511,2020-04-07,expédiée,450.59,mobile
3151,5902,2020-07-09,expédiée,728.55,mobile
3152,2507,2020-06-21,échouée,1437.91,web
3153,60,2024-06-04,livrée,1078.38,mobile
3154,5416,2019-04-05,en cours,1830.76,web
3155,816,2021-01-07,expédiée,296.36,mobile
3156,4803,2022-04-02,livrée,1855.35,mobile
3157,3892,2020-03-16,échouée,1729.23,web
3158,3355,2024-08-01,livrée,957.49,web
3159,3027,2021-01-15,en cours,1290.54,web
3160,1101,2024-04-10,en cours,783.14,mobile
3161,3814,2025-10-19,livrée,305.21,mobile
3162,598,2020-10-15,en cours,1730.42,mobile
3163,4292,2020-05-17,livrée,1241.5,mobile
3164,2303,2023-12-06,échouée,53.41,mobile
3165,2129,2025-09-12,en cours,1364.72,mobile
3166,5440,2023-08-28,échouée,383.84,web
3167,3203,2022-07-26,expédiée,723.9,mobile
3168,623,2022-06-30,expédiée,542.89,mobile
3169,5589,2022-12-02,expédiée,1510.02,web
3170,702,2020-06-25,expédiée,1435.67,web
3171,3862,2020-12-12,expédiée,1642.62,web
3172,4603,2022-09-02,échouée,39.69,web
3173,846,2025-10-14,échouée,580.47,mobile
3174,5652,2023-05-15,échouée,1460.56,mobile
3175,2056,2025-04-26,en cours,869.35,mobile
3176,5372,2019-04-29,livrée,138.7,mobile
3177,2053,2022-11-13,expédiée,456.94,mobile
3178,5490,2019-03-09,livrée,647.64,mobile
3179,4425,2019-02-22,en cours,1795.49,mobile
3180,3044,2023-11-29,échouée,709.75,web
3181,2371,2021-07-16,expédiée,570.06,web
3182,4536,2025-05-24,livrée,1332.13,mobile
3183,2658,2021-06-12,en cours,473.54,mobile
3184,5920,2019-03-30,échouée,1113.35,mobile
3185,5341,2025-01-03,expédiée,1046.06,mobile
3186,1818,2019-05-26,en cours,1467.54,web
3187,2323,2023-04-14,échouée,311.83,web
3188,3476,2025-09-10,livrée,1192.66,web
3189,313,2020-10-24,livrée,1294.52,web
3190,4262,2023-11-08,livrée,937.35,mobile
3191,218,2025-04-18,échouée,1603.91,web
3192,3206,2024-11-13,livrée,95.87,mobile
3193,2663,2019-12-01,échouée,1254.72,web
3194,454,2019-05-21,en cours,336.3,web
3195,5473,2019-08-19,en cours,1145.29,mobile
3196,3531,2020-04-11,en cours,112.44,mobile
3197,20,2025-06-23,expédiée,1295.69,web
3198,2109,2020-09-18,échouée,449.91,mobile
3199,2288,2021-02-13,expédiée,1124.93,mobile
3200,5363,2021-08-06,en cours,1447.58,web
3201,3342,2025-03-29,expédiée,1397.04,mobile
3202,455,2019-10-23,en cours,433.79,mobile
3203,5999,2022-02-25,livrée,660.65,mobile
3204,290,2023-11-29,en cours,1141.28,web
3205,3672,2023-10-18,en cours,1801.69,web
3206,1802,2024-07-26,échouée,509.25,web
3207,709,2021-03-09,livrée,1951.88,web
3208,2720,2024-12-02,en cours,1820.61,web
3209,1080,2025-07-09,échouée,1265.44,mobile
3210,676,2025-04-29,échouée,307.18,mobile
3211,3661,2020-06-07,expédiée,1134.72,web
3212,1333,2025-07-13,échouée,699.87,mobile
3213,5113,2023-04-01,livrée,871.51,mobile
3214,1894,2020-05-21,échouée,1515.25,web
3215,4128,2024-06-08,expédiée,1350.12,web
3216,3552,2023-09-11,en cours,829.37,web
3217,5367,2025-09-07,échouée,655.47,web
3218,4354,2019-07-24,en cours,577.29,web
3219,5347,2020-11-29,expédiée,1352.34,mobile
3220,1198,2019-08-16,en cours,1483.08,mobile
3221,4467,2019-11-20,en cours,1232.96,web
3222,5929,2023-07-20,échouée,319.6,mobile
3223,5609,2022-11-25,livrée,518.28,web
3224,2573,2023-01-19,expédiée,1549.53,mobile
3225,2239,2024-09-02,échouée,1465.36,web
3226,3881,2021-06-23,en cours,328.54,web
3227,2005,2023-07-05,en cours,365.96,web
3228,148,2024-07-10,en cours,598.64,mobile
3229,2310,2025-01-04,livrée,1062.54,web
3230,5640,2025-09-01,échouée,983.27,web
3231,3134,2021-05-10,en cours,598.44,mobile
3232,4211,2020-04-16,en cours,62.5,web
3233,4046,2021-12-28,en cours,1590.66,mobile
3234,2189,2019-03-29,en cours,1494.21,web
3235,2793,2020-01-28,livrée,1009.18,mobile
3236,4272,2023-05-21,expédiée,597.61,web
3237,423,2021-03-29,en cours,139.84,mobile
3238,786,2021-06-18,livrée,62.8,mobile
3239,5098,2021-05-09,expédiée,915.13,mobile
3240,4359,2024-03-05,échouée,1206.31,web
3241,5367,2023-11-09,livrée,1143.43,mobile
3242,57,2024-09-08,expédiée,867.24,mobile
3243,2088,2024-07-17,expédiée,762.97,web
3244,340,2025-03-12,en cours,706.08,mobile
3245,2262,2024-04-09,échouée,329.42,mobile
3246,3967,2023-03-03,échouée,1989.15,mobile
3247,5298,2022-01-22,expédiée,1559.92,mobile
3248,5689,2024-02-23,livrée,1335.24,mobile
3249,2705,2022-03-31,échouée,82.11,mobile
3250,5990,2020-09-06,expédiée,993.61,mobile
3251,4669,2024-03-04,en cours,929.25,web
3252,322,2022-09-01,échouée,288.48,mobile
3253,2456,2019-08-02,expédiée,551.35,web
3254,5583,2021-09-22,expédiée,1997.71,mobile
3255,378,2021-10-05,échouée,746.18,mobile
3256,170,2021-07-01,échouée,482.44,web
3257,2196,2024-02-05,échouée,1143.22,mobile
3258,3704,2019-08-18,livrée,115.14,web
3259,2045,2019-02-10,livrée,1167.1,web
3260,4438,2021-07-16,échouée,1553.25,mobile
3261,2622,2020-02-20,en cours,788.98,mobile
3262,5791,2020-09-12,livrée,1720.45,mobile
3263,3702,2021-05-08,expédiée,1555.36,web
3264,4844,2025-03-24,en cours,1798.47,mobile
3265,938,2020-11-07,expédiée,1386.47,mobile
3266,4564,2019-05-04,en cours,738.41,mobile
3267,685,2024-11-11,échouée,1010.18,web
3268,5573,2025-08-24,en cours,1219.66,mobile
3269,1951,2022-11-20,en cours,862.15,web
3270,5558,2023-05-13,livrée,1406.94,mobile
3271,4160,2019-03-18,livrée,79.0,web
3272,4973,2021-11-18,livrée,1721.51,web
3273,4931,2025-11-09,livrée,398.66,web
3274,425,2023-10-18,livrée,910.12,mobile
3275,2075,2023-03-13,en cours,1294.46,web
3276,636,2023-02-24,en cours,1283.17,web
3277,963,2019-03-18,livrée,892.02,mobile
3278,2731,2019-03-14,échouée,650.63,mobile
3279,4920,2025-02-03,échouée,218.12,web
3280,2689,2019-10-21,en cours,1666.0,mobile
3281,2369,2025-12-28,expédiée,1124.56,mobile
3282,3714,2019-07-03,en cours,1900.03,web
3283,5854,2024-01-31,en cours,816.89,web
3284,2311,2025-09-30,livrée,1646.23,web
3285,986,2025-04-08,en cours,99.17,mobile
3286,5519,2024-01-26,échouée,38.69,mobile
3287,5017,2025-03-09,échouée,1699.25,web
3288,3549,2022-09-10,livrée,948.6,mobile
3289,3687,2021-12-13,expédiée,1914.05,web
3290,2478,2021-01-28,échouée,510.16,mobile
3291,16,2025-08-29,expédiée,362.34,web
3292,1994,2022-12-21,en cours,1942.62,mobile
3293,5936,2022-05-28,livrée,1884.15,web
3294,991,2019-09-09,livrée,1386.53,web
3295,3320,2023-05-10,expédiée,838.41,web
3296,497,2024-06-04,expédiée,1904.56,web
3297,2545,2021-02-16,échouée,707.81,mobile
3298,5680,2024-11-23,échouée,892.71,web
3299,442,2022-10-01,en cours,905.75,mobile
3300,1206,2019-04-29,en cours,550.66,web
3301,3132,2025-03-17,livrée,880.83,web
3302,4591,2021-12-15,expédiée,617.66,web
3303,3282,2025-03-10,échouée,623.14,mobile
3304,1926,2023-02-18,en cours,1736.57,web
3305,695,2021-12-24,livrée,365.8,mobile
3306,3848,2023-07-04,livrée,1659.84,web
3307,3605,2021-01-03,livrée,1551.94,mobile
3308,353,2020-03-19,livrée,57.02,web
3309,919,2019-02-19,expédiée,1062.9,web
3310,4064,2023-11-06,livrée,1454.32,mobile
3311,3101,2025-02-20,expédiée,276.25,mobile
3312,2200,2019-04-26,échouée,996.84,web
3313,3399,2022-03-22,en cours,956.41,web
3314,3885,2020-02-14,échouée,501.84,mobile
3315,1522,2025-10-29,livrée,853.81,web
3316,3057,2025-11-29,en cours,776.88,web
3317,3158,2021-03-17,échouée,1131.92,mobile
3318,3788,2022-02-12,en cours,229.07,web
3319,4951,2025-10-13,livrée,663.27,web
3320,2256,2024-02-07,en cours,1184.75,web
3321,1384,2024-02-11,expédiée,1609.54,mobile
3322,1596,2021-09-06,livrée,1871.66,web
3323,4423,2023-12-17,livrée,69.68,mobile
3324,4111,2019-12-06,expédiée,1951.51,mobile
3325,2028,2022-04-20,livrée,857.74,mobile
3326,128,2021-06-04,expédiée,502.31,mobile
3327,4709,2025-04-12,en cours,1928.61,mobile
3328,784,2020-04-27,échouée,743.12,web
3329,47,2024-10-17,échouée,1935.04,mobile
3330,5638,2025-11-26,échouée,1308.28,web
3331,3536,2025-06-03,livrée,465.2,mobile
3332,1197,2025-09-01,échouée,988.65,web
3333,3026,2023-12-28,expédiée,1260.81,mobile
3334,4083,2019-03-11,expédiée,1155.11,mobile
3335,5996,2022-03-18,expédiée,212.89,web
3336,3943,2023-11-24,en cours,1352.94,mobile
3337,108,2020-08-18,livrée,1765.2,web
3338,2957,2022-02-17,livrée,1768.94,web
3339,2910,2021-10-06,livrée,465.49,web
3340,4402,2023-06-16,expédiée,688.05,mobile
3341,5032,2023-09-16,expédiée,1017.71,mobile
3342,3336,2021-05-01,expédiée,1724.09,mobile
3343,548,2024-02-22,expédiée,1242.27,mobile
3344,3179,2020-04-18,expédiée,849.33,web
3345,5930,2024-11-22,en cours,569.51,mobile
3346,3644,2019-01-21,livrée,779.26,mobile
3347,5899,2022-11-22,livrée,1903.64,web
3348,3737,2020-02-19,en cours,1298.38,mobile
3349,348,2022-10-01,échouée,1299.31,web
3350,4562,2023-11-11,en cours,1939.2,web
3351,102,2025-08-21,en cours,1726.94,mobile
3352,5625,2025-04-12,en cours,478.77,web
3353,794,2019-03-17,échouée,1425.19,mobile
3354,3446,2024-09-06,expédiée,935.26,mobile
3355,3499,2024-11-08,en cours,1014.16,mobile
3356,369,2020-01-02,livrée,761.13,web
3357,5356,2024-03-31,en cours,82.83,web
3358,2696,2023-03-06,échouée,924.09,web
3359,4649,2022-12-23,expédiée,244.81,web
3360,2789,2022-03-12,expédiée,327.11,web
3361,2295,2021-11-13,expédiée,945.57,web
3362,5539,2024-02-12,livrée,529.48,mobile
3363,2946,2024-01-10,échouée,1213.91,mobile
3364,5461,2025-04-14,en cours,1565.69,web
3365,2732,2025-02-10,en cours,1250.16,mobile
3366,1554,2021-03-17,en cours,1085.48,web
3367,5106,2025-10-15,en cours,167.62,web
3368,5335,2020-01-27,livrée,1918.5,web
3369,2219,2023-05-13,échouée,1686.85,mobile
3370,281,2025-01-18,livrée,177.65,mobile
3371,5617,2020-06-25,échouée,890.54,mobile
3372,5166,2020-09-27,livrée,1303.08,mobile
3373,2724,2021-02-05,expédiée,771.04,web
3374,5797,2024-04-20,échouée,974.42,mobile
3375,3292,2019-09-04,livrée,323.21,mobile
3376,3566,2020-12-19,échouée,1197.55,web
3377,3227,2024-03-12,expédiée,750.26,mobile
3378,4666,2019-02-13,livrée,1024.26,web
3379,3777,2024-01-16,échouée,500.51,web
3380,4184,2023-01-07,livrée,35.18,mobile
3381,3727,2023-08-19,expédiée,450.63,web
3382,2657,2021-09-09,expédiée,1588.74,web
3383,3571,2019-03-28,échouée,1304.21,mobile
3384,2916,2022-11-08,en cours,1704.73,web
3385,3943,2019-11-06,en cours,702.28,web
3386,2429,2024-01-26,livrée,1623.23,web
3387,1179,2022-11-30,en cours,1345.82,mobile
3388,1165,2024-12-28,en cours,985.92,web
3389,1032,2022-08-10,livrée,1565.0,web
3390,4059,2020-02-08,livrée,1787.09,web
3391,5138,2021-03-12,livrée,1662.64,web
3392,4429,2019-11-17,en cours,586.71,web
3393,3612,2019-07-12,livrée,1224.06,mobile
3394,3928,2019-07-07,échouée,1381.25,web
3395,5538,2024-05-20,échouée,1707.83,web
3396,4001,2024-05-22,échouée,133.12,web
3397,2351,2019-07-31,échouée,471.13,mobile
