id_article_commande,id_commande,id_produit,quantite,prix_unitaire
11443,3779,73,6,17.62
11444,3780,1142,10,220.07
11445,3780,682,9,263.44
11446,3781,756,3,185.42
11447,3781,351,5,29.66
11448,3781,512,5,192.75
11449,3781,88,4,127.06
11450,3781,980,9,195.84
11451,3782,1362,9,208.52
11452,3782,1014,5,356.95
11453,3783,127,1,425.04
11454,3783,1420,9,104.04
11455,3783,1311,1,490.57
11456,3783,974,10,163.29
11457,3784,1500,8,200.87
11458,3784,1217,7,358.16
11459,3784,1124,8,314.77
11460,3784,1123,7,316.24
11461,3784,1362,10,158.3
11462,3785,786,2,343.89
11463,3785,243,5,21.3
11464,3785,583,7,141.57
11465,3785,1124,2,307.62
11466,3786,165,4,213.1
11467,3787,837,1,85.09
11468,3787,177,4,142.48
11469,3787,1092,1,188.63
11470,3787,1042,7,474.74
11471,3788,26,4,468.44
11472,3788,1484,4,297.34
11473,3788,653,1,475.76
11474,3789,1249,10,454.08
11475,3789,94,3,423.45
11476,3789,1318,5,374.67
11477,3789,836,8,26.28
11478,3790,138,10,40.36
11479,3790,148,3,90.47
11480,3790,1404,2,435.64
11481,3791,523,4,393.59
11482,3791,206,9,246.43
11483,3792,458,5,30.49
11484,3792,1195,6,442.02
11485,3792,951,2,406.65
11486,3792,1243,6,293.64
11487,3793,1318,1,161.41
11488,3793,1076,9,58.17
11489,3793,205,10,342.51
11490,3793,1297,3,434.79
11491,3794,425,7,96.37
11492,3794,1418,5,34.46
11493,3794,442,7,157.71
11494,3794,693,2,463.26
11495,3794,497,3,40.33
11496,3795,1037,4,421.72
11497,3795,332,4,418.29
11498,3795,165,5,184.56
11499,3795,577,3,298.98
11500,3795,688,10,163.38
11501,3796,1331,10,394.6
11502,3796,829,2,345.28
11503,3796,225,4,25.84
11504,3796,1327,5,364.36
11505,3796,1399,5,192.25
11506,3797,1179,5,102.89
11507,3797,169,4,203.68
11508,3798,264,2,299.16
11509,3799,1077,2,205.2
11510,3799,575,8,472.72
11511,3799,496,2,132.85
11512,3799,600,4,395.31
11513,3800,912,7,488.18
11514,3800,610,8,485.31
11515,3800,984,7,37.64
11516,3800,113,6,264.37
11517,3801,509,4,182.97
11518,3802,343,8,152.77
11519,3802,836,9,297.03
11520,3803,1151,3,204.96
11521,3803,718,7,57.85
11522,3804,1483,1,227.5
11523,3804,848,5,332.94
11524,3804,612,2,179.64
11525,3804,974,5,412.23
11526,3805,1147,6,493.17
11527,3806,858,3,272.57
11528,3806,733,5,125.49
11529,3806,298,8,28.82
11530,3806,1440,9,487.75
11531,3806,155,7,41.8
11532,3807,766,6,246.4
11533,3807,1340,2,444.29
11534,3807,549,4,452.85
11535,3807,854,4,246.3
11536,3807,262,6,238.4
11537,3808,1415,5,403.56
11538,3808,92,8,433.08
11539,3809,1080,6,170.83
11540,3810,398,8,322.59
11541,3811,246,3,188.34
11542,3811,974,6,483.73
11543,3811,256,1,277.3
11544,3812,880,7,350.71
11545,3812,340,10,194.39
11546,3812,695,1,388.6
11547,3812,1367,10,161.92
11548,3812,286,3,359.98
11549,3813,1058,8,410.79
11550,3813,1052,5,255.01
11551,3813,1472,3,494.07
11552,3813,386,3,359.46
11553,3814,1259,3,294.17
11554,3814,843,6,346.13
11555,3814,249,3,312.56
11556,3814,628,1,277.2
11557,3814,756,7,175.5
11558,3815,223,4,216.34
11559,3815,562,2,264.63
11560,3816,784,9,216.92
11561,3816,371,2,8.28
11562,3816,654,6,349.15
11563,3817,1324,5,229.62
11564,3817,1327,9,391.7
11565,3817,1208,6,417.5
11566,3818,712,5,302.55
11567,3818,397,5,41.49
11568,3818,317,1,167.74
11569,3818,172,8,41.08
11570,3818,154,8,267.08
11571,3819,1470,2,245.1
11572,3820,787,3,23.91
11573,3820,1436,6,335.47
11574,3821,32,4,296.17
11575,3821,29,8,283.87
11576,3821,691,4,186.57
11577,3822,919,1,217.62
11578,3822,125,7,292.21
11579,3822,112,10,381.34
11580,3823,790,1,259.87
11581,3823,37,6,268.63
11582,3823,1094,8,171.76
11583,3823,682,7,489.75
11584,3824,1495,1,232.63
11585,3824,243,7,224.94
11586,3824,1105,2,248.49
11587,3825,74,5,332.25
11588,3825,155,6,372.8
11589,3825,1167,9,124.33
11590,3825,575,4,430.87
11591,3825,855,1,439.68
11592,3826,830,3,212.92
11593,3826,464,4,476.42
11594,3826,919,2,41.29
11595,3826,318,3,306.99
11596,3826,978,7,310.56
11597,3827,169,2,332.6
11598,3827,726,10,373.67
11599,3827,353,3,319.78
11600,3828,348,4,77.33
11601,3829,1265,7,410.48
11602,3829,937,10,411.96
11603,3829,1309,5,46.54
11604,3829,1006,10,290.9
11605,3829,401,10,5.68
11606,3830,959,5,409.08
11607,3830,234,7,154.81
11608,3830,853,6,451.78
11609,3830,1470,2,297.55
11610,3830,312,5,142.41
11611,3831,1269,9,7.82
11612,3832,375,1,169.49
11613,3832,1285,8,124.42
11614,3832,1323,5,319.73
11615,3832,1401,1,371.97
11616,3833,832,10,155.32
11617,3833,427,2,440.72
11618,3833,685,7,386.18
11619,3833,1172,5,411.86
11620,3834,1131,5,414.26
11621,3835,1139,2,165.88
11622,3835,1213,4,62.21
11623,3835,766,3,169.88
11624,3835,436,8,419.98
11625,3835,776,7,89.23
11626,3836,1490,8,39.36
11627,3837,97,2,287.78
11628,3837,629,6,274.24
11629,3837,630,6,267.03
11630,3837,944,2,186.69
11631,3838,1382,1,373.63
11632,3838,1236,6,253.97
11633,3838,342,2,270.2
11634,3838,1255,7,415.82
11635,3838,122,6,161.28
11636,3839,1422,7,26.81
11637,3839,980,6,121.81
11638,3839,1341,3,320.11
11639,3840,1452,4,461.54
11640,3840,380,9,237.06
11641,3841,813,1,428.09
11642,3841,172,7,288.29
11643,3841,597,9,274.07
11644,3841,483,5,234.21
11645,3842,156,5,97.95
11646,3842,109,7,347.4
11647,3843,500,10,66.3
11648,3843,1276,3,207.06
11649,3843,422,3,311.43
11650,3844,827,9,149.06
11651,3844,110,8,127.01
11652,3844,842,3,348.5
11653,3844,132,10,322.41
11654,3845,432,1,98.91
11655,3846,938,7,196.54
11656,3846,854,5,322.23
11657,3846,348,1,434.35
11658,3846,880,1,82.95
11659,3846,65,10,399.58
11660,3847,1355,10,401.79
11661,3847,11,4,28.56
11662,3847,832,1,84.07
11663,3847,650,5,83.06
11664,3847,361,2,5.3
11665,3848,1169,6,86.84
11666,3849,1118,10,190.97
11667,3849,215,4,15.15
11668,3850,203,6,287.71
11669,3850,675,7,56.76
11670,3851,22,6,405.75
11671,3852,511,7,172.68
11672,3852,931,9,254.19
11673,3852,412,3,35.71
11674,3853,1200,5,47.53
11675,3853,257,4,314.43
11676,3853,141,2,183.46
11677,3854,156,5,454.17
11678,3855,949,4,173.32
11679,3856,411,6,350.18
11680,3856,1148,10,319.39
11681,3856,820,4,263.66
11682,3856,47,1,76.95
11683,3856,178,3,236.28
11684,3857,411,3,100.94
11685,3857,1152,7,23.98
11686,3857,636,9,29.82
11687,3857,9,8,177.12
11688,3858,26,2,448.53
11689,3858,818,6,145.16
11690,3858,441,10,57.27
11691,3858,83,6,187.01
11692,3858,1037,6,474.4
11693,3859,955,9,317.1
11694,3859,622,5,445.52
11695,3859,1386,4,57.64
11696,3859,199,5,474.56
11697,3860,1195,9,382.21
11698,3860,396,7,491.92
11699,3860,1132,4,440.83
11700,3860,166,7,226.51
11701,3860,297,10,421.01
11702,3861,160,9,430.38
11703,3861,1109,9,6.1
11704,3861,1078,5,13.79
11705,3861,554,6,292.47
11706,3862,562,2,71.81
11707,3862,1208,6,76.19
11708,3862,420,9,162.65
11709,3862,819,8,358.33
11710,3863,558,6,264.92
11711,3863,249,10,136.43
11712,3864,756,10,286.45
11713,3864,1011,1,263.13
11714,3864,160,8,71.28
11715,3864,391,10,460.42
11716,3865,220,9,254.07
11717,3865,174,6,360.52
11718,3866,1444,1,311.29
11719,3866,1343,5,315.65
11720,3867,1420,6,409.04
11721,3867,719,7,228.15
11722,3867,887,2,142.62
11723,3867,1050,5,198.55
11724,3867,358,9,184.46
11725,3868,1080,3,421.53
11726,3868,1104,5,474.0
11727,3869,1217,1,351.22
11728,3870,1404,10,83.22
11729,3870,1169,9,70.01
11730,3870,652,3,466.48
11731,3870,550,8,312.98
11732,3870,702,6,99.07
11733,3871,1307,8,451.19
11734,3871,250,3,71.16
11735,3871,1388,10,434.9
11736,3872,677,1,330.05
11737,3872,233,9,417.08
11738,3873,813,4,235.37
11739,3874,355,1,164.9
11740,3874,209,3,288.86
11741,3874,136,3,492.26
11742,3874,412,9,27.74
11743,3874,816,10,9.16
11744,3875,1424,2,83.65
11745,3875,49,10,32.66
11746,3876,134,8,118.36
11747,3876,1144,2,37.95
11748,3876,1229,6,454.94
11749,3877,570,6,315.02
11750,3877,227,6,370.39
11751,3877,1147,9,102.72
11752,3877,351,7,470.25
11753,3878,1032,8,497.0
11754,3878,1007,4,77.36
11755,3878,921,1,479.82
11756,3878,1093,7,315.73
11757,3879,364,5,485.71
11758,3880,811,1,148.94
11759,3880,665,1,169.18
11760,3880,1493,1,271.72
11761,3880,147,3,438.21
11762,3880,1178,3,171.09
11763,3881,1018,10,145.44
11764,3881,615,9,266.18
11765,3882,215,8,307.88
11766,3883,608,5,132.87
11767,3883,153,2,497.99
11768,3883,748,7,126.98
11769,3884,1143,10,194.88
11770,3884,624,1,65.03
11771,3884,937,4,6.34
11772,3885,1081,2,9.06
11773,3885,685,7,423.74
11774,3885,942,6,269.99
11775,3885,1235,4,133.14
11776,3885,383,6,166.61
11777,3886,20,4,482.04
11778,3886,665,5,331.17
11779,3886,174,6,421.89
11780,3886,280,2,94.99
11781,3886,938,1,265.71
11782,3887,649,7,499.48
11783,3887,274,8,376.54
11784,3887,1350,8,267.36
11785,3887,753,7,169.61
11786,3888,1497,2,307.4
11787,3888,121,7,391.11
11788,3888,864,7,158.74
11789,3889,41,6,116.06
11790,3889,743,1,186.25
11791,3890,674,9,430.52
11792,3890,157,10,345.23
11793,3890,139,5,214.45
11794,3891,1438,2,240.47
11795,3892,1223,3,223.47
11796,3892,1441,5,78.26
11797,3892,1356,4,488.58
11798,3892,954,1,217.41
11799,3892,90,4,188.4
11800,3893,428,2,178.21
11801,3893,12,3,61.18
11802,3893,924,5,104.31
11803,3894,217,3,497.85
11804,3894,650,8,240.7
11805,3894,1282,2,374.95
11806,3894,896,5,127.84
11807,3895,1124,7,82.81
11808,3895,987,5,298.31
11809,3895,20,4,410.03
11810,3895,905,9,24.18
11811,3896,843,9,138.76
11812,3896,1314,5,188.03
11813,3896,954,7,143.4
11814,3897,1145,8,50.13
11815,3897,965,8,5.03
11816,3897,220,2,61.15
11817,3898,1204,5,65.96
11818,3898,1051,7,114.56
11819,3899,677,6,133.26
11820,3899,320,8,24.76
11821,3899,801,5,133.62
11822,3900,1169,5,72.89
11823,3900,321,10,121.51
11824,3901,47,4,475.37
11825,3902,1497,10,323.26
11826,3903,932,7,226.79
11827,3904,462,8,66.11
11828,3904,274,7,242.2
11829,3905,1052,7,105.89
11830,3905,74,7,430.63
11831,3905,1469,7,144.62
11832,3906,1335,10,89.61
11833,3906,977,5,310.52
11834,3906,1342,8,310.16
11835,3907,47,10,339.91
11836,3907,478,7,388.71
11837,3907,1024,8,261.42
11838,3908,701,4,476.64
11839,3908,976,7,240.02
11840,3908,377,2,68.24
11841,3908,1375,4,25.06
11842,3909,1265,4,355.08
11843,3909,1455,1,155.79
11844,3909,305,9,82.6
11845,3909,308,7,20.47
11846,3909,1381,4,268.82
11847,3910,1316,9,447.72
11848,3910,660,4,178.32
11849,3910,972,4,354.48
11850,3911,162,7,466.33
11851,3911,243,9,397.66
11852,3911,148,1,477.62
11853,3911,229,9,294.33
11854,3912,189,9,262.73
11855,3913,133,9,9.45
11856,3913,887,9,168.83
11857,3913,1161,1,63.34
11858,3914,369,3,269.93
11859,3914,395,6,146.11
11860,3914,521,9,372.11
11861,3915,556,1,240.02
11862,3915,886,4,83.57
11863,3915,724,1,205.9
11864,3915,1435,7,458.84
11865,3915,896,1,82.47
11866,3916,762,6,406.75
11867,3917,1114,1,78.73
11868,3917,505,2,120.39
11869,3917,1302,7,361.42
11870,3917,89,7,55.47
11871,3918,1276,2,383.25
11872,3918,1338,1,320.81
11873,3918,735,3,290.05
11874,3918,296,3,248.1
11875,3918,789,3,394.52
11876,3919,289,3,49.89
11877,3919,571,5,415.75
11878,3920,1032,10,482.35
11879,3920,1173,2,120.39
11880,3920,1295,5,157.42
11881,3920,38,6,95.51
11882,3921,917,7,183.11
11883,3922,1096,5,309.94
11884,3922,1327,6,458.95
11885,3922,516,5,106.98
11886,3923,1331,10,438.65
11887,3923,770,3,463.8
11888,3923,108,6,361.93
11889,3924,1211,3,431.4
11890,3924,413,6,136.48
11891,3925,248,4,24.47
11892,3925,1061,4,55.33
11893,3926,1188,9,82.56
11894,3926,44,3,213.93
11895,3926,1202,6,302.55
11896,3926,1403,3,443.74
11897,3926,743,5,107.49
11898,3927,1230,6,443.91
11899,3927,1120,3,230.65
11900,3927,1226,9,314.46
11901,3928,1432,10,105.56
11902,3929,470,10,282.71
11903,3929,376,5,42.16
11904,3929,866,9,199.51
11905,3929,842,7,152.41
11906,3929,93,10,235.76
11907,3930,1035,6,303.29
11908,3930,666,8,184.0
11909,3930,338,6,135.02
11910,3931,1388,1,163.28
11911,3931,1420,5,182.93
11912,3931,438,8,92.71
11913,3931,1067,6,93.46
11914,3931,174,2,358.35
11915,3932,373,7,62.42
11916,3933,190,6,333.9
11917,3934,250,7,424.12
11918,3934,814,7,127.32
11919,3934,92,6,6.64
11920,3934,1020,1,452.78
11921,3934,1274,4,408.65
11922,3935,25,2,206.27
11923,3935,1355,10,222.65
11924,3935,276,5,289.2
11925,3935,189,1,74.4
11926,3935,860,9,297.1
11927,3936,601,8,270.94
11928,3936,701,3,397.28
11929,3936,1168,4,30.94
11930,3937,301,8,379.55
11931,3937,1239,4,242.17
11932,3938,1452,9,179.87
11933,3938,1101,6,351.53
11934,3938,1466,10,373.56
11935,3938,1489,6,362.8
11936,3938,788,2,473.04
11937,3939,1254,7,323.38
11938,3939,291,4,70.08
11939,3940,495,8,42.14
11940,3940,98,8,130.46
11941,3940,737,4,440.82
11942,3940,1327,1,150.62
11943,3940,2,8,216.23
11944,3941,603,4,144.38
11945,3941,196,3,250.92
11946,3941,1059,4,219.53
11947,3941,142,8,329.38
11948,3942,820,1,458.27
11949,3942,1270,3,139.74
11950,3942,833,2,118.17
11951,3943,37,2,334.68
11952,3944,217,1,149.19
11953,3944,363,3,47.59
11954,3945,887,4,272.42
11955,3946,887,1,329.47
11956,3946,527,6,48.23
11957,3946,1325,4,34.48
11958,3946,1052,8,337.13
11959,3947,1126,1,436.62
11960,3947,708,1,425.45
11961,3948,1482,8,220.25
11962,3949,1430,5,441.82
11963,3949,347,4,165.1
11964,3950,137,3,59.83
11965,3950,443,3,474.9
11966,3950,726,6,128.85
11967,3950,1088,10,235.45
11968,3951,1392,10,320.45
11969,3951,888,3,495.23
11970,3951,1376,4,150.25
11971,3951,1001,6,220.43
11972,3952,1396,9,363.59
11973,3952,841,6,47.94
11974,3952,1448,6,445.5
11975,3952,1287,5,355.88
11976,3953,256,10,108.35
11977,3953,1004,5,265.4
11978,3953,576,1,477.67
11979,3953,1275,2,105.97
11980,3954,882,3,365.09
11981,3954,1446,2,135.78
11982,3954,952,10,451.1
11983,3954,1118,6,299.03
11984,3955,735,2,479.72
11985,3955,236,7,77.39
11986,3956,173,3,12.13
11987,3956,1424,3,392.25
11988,3956,1386,4,340.63
11989,3957,1036,9,301.14
11990,3958,1457,6,281.99
11991,3958,753,2,361.85
11992,3958,1101,3,456.22
11993,3958,292,2,165.92
11994,3958,860,4,22.67
11995,3959,829,8,214.46
11996,3959,405,3,32.63
11997,3960,999,6,29.69
11998,3960,1410,8,403.99
11999,3960,1337,9,15.6
12000,3960,807,1,244.07
12001,3961,720,7,25.92
12002,3961,735,4,67.16
12003,3961,20,9,463.88
12004,3962,1139,2,159.03
12005,3963,1062,4,284.13
12006,3964,208,1,97.79
12007,3964,682,3,435.06
12008,3964,1270,5,74.59
12009,3964,97,6,137.43
12010,3964,649,2,328.08
12011,3965,782,6,68.75
12012,3966,576,7,214.58
12013,3966,123,5,101.12
12014,3967,44,1,74.88
12015,3967,321,7,377.17
12016,3967,1197,5,376.48
12017,3968,108,10,370.08
12018,3968,238,2,331.44
12019,3968,1269,1,253.98
12020,3969,1442,8,126.44
12021,3969,832,4,108.01
12022,3969,943,6,405.59
12023,3969,1475,2,400.52
12024,3969,322,6,204.75
12025,3970,1249,6,157.57
12026,3970,30,6,265.17
12027,3970,753,10,111.84
12028,3970,2,8,136.39
12029,3970,1240,3,257.85
12030,3971,410,8,391.19
12031,3972,209,1,163.3
12032,3972,141,10,212.5
12033,3972,428,9,233.4
12034,3972,333,7,488.67
12035,3972,802,5,123.84
12036,3973,40,8,200.69
12037,3973,167,2,34.62
12038,3973,250,8,170.0
12039,3974,920,10,75.67
12040,3975,774,10,321.7
12041,3975,538,4,491.05
12042,3975,309,3,477.14
12043,3975,222,7,305.1
12044,3976,1087,1,148.54
12045,3976,1040,2,275.51
12046,3976,1254,1,5.49
12047,3976,975,4,207.15
12048,3976,237,6,30.24
12049,3977,1247,9,139.4
12050,3977,75,2,24.14
12051,3977,919,7,282.36
12052,3977,519,1,168.17
12053,3977,1337,5,324.02
12054,3978,460,9,460.84
12055,3978,1123,3,360.47
12056,3978,372,6,414.45
12057,3978,1340,8,301.11
12058,3979,1158,9,154.97
12059,3980,1192,6,106.97
12060,3981,1275,2,209.27
12061,3981,33,6,338.14
12062,3982,1296,10,403.98
12063,3982,464,10,135.74
12064,3982,1238,10,269.02
12065,3982,598,4,365.16
12066,3983,272,2,265.24
12067,3983,1231,4,48.91
12068,3983,966,5,65.36
12069,3983,558,3,287.83
12070,3983,116,9,349.07
12071,3984,1460,10,280.56
12072,3984,530,3,375.23
12073,3984,367,6,363.62
12074,3984,1483,2,147.64
12075,3985,491,3,287.27
12076,3985,1400,5,376.62
12077,3985,1384,4,339.77
12078,3986,26,5,407.08
12079,3987,56,4,184.31
12080,3988,859,7,352.49
12081,3989,1393,9,195.98
12082,3989,1303,9,474.14
12083,3989,316,4,363.12
12084,3990,1407,2,282.02
12085,3990,620,4,376.54
12086,3990,1398,9,125.25
12087,3991,628,6,265.69
12088,3991,241,4,330.15
12089,3991,964,1,344.82
12090,3991,1317,5,495.18
12091,3992,433,8,243.61
12092,3992,793,7,192.25
12093,3992,1452,3,403.43
12094,3992,4,10,37.53
12095,3992,1253,6,241.58
12096,3993,636,7,365.56
12097,3993,1118,5,6.2
12098,3993,540,9,379.57
12099,3993,1152,3,57.62
12100,3993,1481,1,35.94
12101,3994,329,6,195.32
12102,3994,1451,1,100.1
12103,3994,1145,8,255.57
12104,3995,356,3,193.59
12105,3996,684,3,82.91
12106,3996,903,7,363.3
12107,3996,1074,3,149.35
12108,3997,1430,10,53.08
12109,3998,1443,7,86.81
12110,3998,1476,4,271.86
12111,3998,103,8,419.1
12112,3999,1485,6,106.12
12113,3999,1325,7,272.83
12114,4000,216,3,327.62
12115,4000,352,4,163.14
12116,4000,887,10,442.79
12117,4000,905,6,341.63
12118,4001,222,2,483.6
12119,4001,903,8,394.62
12120,4001,1450,10,341.15
12121,4001,1157,10,221.23
12122,4002,249,6,343.27
12123,4002,1074,5,98.74
12124,4002,128,8,264.34
12125,4002,1076,7,301.82
12126,4002,1027,9,434.16
12127,4003,1451,10,21.99
12128,4003,310,1,27.7
12129,4003,1411,6,231.5
12130,4003,344,3,223.32
12131,4003,754,3,214.18
12132,4004,184,2,194.97
12133,4004,408,7,45.45
12134,4005,124,1,69.49
12135,4005,1371,6,377.25
12136,4005,745,4,76.12
12137,4006,979,4,305.55
12138,4006,1416,5,304.81
12139,4006,1004,3,36.91
12140,4006,283,6,241.47
12141,4006,1415,10,75.43
12142,4007,1492,3,251.55
12143,4007,998,3,93.78
12144,4007,39,1,219.85
12145,4007,331,4,262.94
12146,4008,597,8,337.85
12147,4008,1344,3,73.2
12148,4008,1436,5,420.93
12149,4009,444,3,279.68
12150,4010,650,10,28.32
12151,4010,929,7,485.27
12152,4010,52,7,256.43
12153,4011,1176,7,195.39
12154,4011,423,7,47.98
12155,4012,490,2,222.7
12156,4013,623,3,225.1
12157,4014,1474,8,45.72
12158,4014,673,6,238.08
12159,4014,397,6,134.07
12160,4014,787,1,357.42
12161,4015,349,9,375.41
12162,4015,162,3,224.14
12163,4016,629,3,197.58
12164,4016,275,7,165.95
12165,4016,922,4,490.05
12166,4016,55,5,448.58
12167,4016,984,5,46.47
12168,4017,320,4,398.89
12169,4018,1453,2,108.68
12170,4018,1370,2,406.54
12171,4018,883,10,33.66
12172,4018,996,10,29.44
12173,4019,999,3,175.86
12174,4019,376,1,114.68
12175,4019,1076,3,432.73
12176,4019,1,2,478.65
12177,4020,977,4,236.8
12178,4020,459,2,318.59
12179,4020,211,8,498.33
12180,4021,52,10,432.58
12181,4022,112,9,383.26
12182,4022,298,9,160.12
12183,4022,934,3,111.53
12184,4023,394,9,169.48
12185,4023,444,6,46.43
12186,4023,80,3,60.39
12187,4024,405,10,49.8
12188,4025,649,5,344.6
12189,4025,6,10,451.09
12190,4025,1186,4,107.1
12191,4025,1075,9,17.08
12192,4026,392,1,162.35
12193,4026,169,4,410.0
12194,4026,961,10,177.39
12195,4026,1064,1,248.32
12196,4027,241,3,362.58
12197,4028,658,6,457.8
12198,4029,190,3,268.52
12199,4029,433,1,421.04
12200,4030,725,4,210.39
12201,4030,700,1,42.94
12202,4030,34,3,85.87
12203,4030,1357,3,423.01
12204,4030,504,1,36.61
12205,4031,880,5,83.67
12206,4031,354,9,239.46
12207,4032,344,4,283.17
12208,4032,590,5,96.83
12209,4033,241,10,354.14
12210,4033,1423,9,210.96
12211,4033,426,4,242.03
12212,4033,1002,2,459.4
12213,4034,1226,5,481.22
12214,4034,572,3,418.8
12215,4035,598,9,25.21
12216,4035,653,7,295.12
12217,4035,712,7,16.2
12218,4035,1306,5,368.03
12219,4035,1122,9,316.84
12220,4036,399,6,423.78
12221,4036,306,7,219.32
12222,4036,474,4,421.72
12223,4036,599,9,7.33
12224,4037,891,1,498.62
12225,4038,1208,3,447.74
12226,4038,1344,3,441.24
12227,4038,156,3,137.79
12228,4038,836,6,233.35
12229,4039,764,5,368.96
12230,4039,1075,1,404.98
12231,4039,271,5,90.38
12232,4040,695,2,369.89
12233,4040,45,2,151.95
12234,4040,909,8,106.87
12235,4040,482,10,96.95
12236,4040,1008,3,29.81
12237,4041,1118,1,243.86
12238,4041,402,7,158.39
12239,4041,1217,10,378.06
12240,4041,586,8,142.05
12241,4042,635,4,239.78
12242,4042,660,4,148.75
12243,4042,156,5,376.67
12244,4042,1181,4,182.53
12245,4042,1235,4,89.33
12246,4043,994,3,142.39
12247,4043,1208,2,280.67
12248,4043,110,3,430.6
12249,4043,50,10,329.76
12250,4044,879,2,34.23
12251,4044,93,2,317.95
12252,4044,954,4,258.49
12253,4045,137,4,21.69
12254,4045,120,9,335.11
12255,4045,529,6,107.18
12256,4045,1089,10,329.61
12257,4045,329,9,360.6
12258,4046,1427,1,124.11
12259,4046,619,5,352.56
12260,4046,1166,3,87.3
12261,4047,330,10,416.32
12262,4047,88,4,416.74
12263,4048,373,8,226.62
12264,4048,319,5,460.19
12265,4048,1301,2,155.3
12266,4049,18,1,250.21
12267,4050,871,10,164.25
12268,4050,1361,3,355.11
12269,4051,478,8,346.76
12270,4051,96,10,441.57
12271,4051,991,5,263.74
12272,4051,84,8,380.35
12273,4051,810,8,296.94
12274,4052,1087,9,485.73
12275,4052,1074,5,335.13
12276,4052,772,9,297.08
12277,4052,1304,8,281.63
12278,4053,116,4,95.81
12279,4053,414,7,157.07
12280,4053,582,5,215.96
12281,4054,1140,9,229.58
12282,4054,507,9,364.05
12283,4054,1427,6,307.26
12284,4054,292,4,339.05
12285,4055,311,10,113.13
12286,4055,819,3,300.73
12287,4055,320,9,350.68
12288,4055,1500,2,381.7
12289,4056,230,10,460.34
12290,4056,600,10,95.24
12291,4057,453,1,65.51
12292,4057,336,2,119.85
12293,4057,324,6,387.77
12294,4058,1067,8,44.76
12295,4058,835,1,8.04
12296,4058,862,5,341.34
12297,4058,648,6,277.2
12298,4059,757,5,202.38
12299,4060,377,8,102.38
12300,4061,1456,1,280.42
12301,4061,1461,2,294.22
12302,4062,1142,5,338.56
12303,4062,135,1,105.69
12304,4062,912,7,417.8
12305,4062,59,2,206.18
12306,4062,696,5,321.9
12307,4063,441,4,479.3
12308,4063,375,2,353.86
12309,4064,91,10,63.92
12310,4064,577,1,433.73
12311,4064,1053,8,320.4
12312,4065,169,5,216.13
12313,4065,1071,10,212.16
12314,4065,190,2,48.88
12315,4065,570,8,454.1
12316,4065,1108,5,362.96
12317,4066,913,3,27.92
12318,4066,1180,3,372.36
12319,4066,186,2,125.62
12320,4067,807,2,101.31
12321,4067,1046,2,112.94
12322,4067,458,4,35.28
12323,4067,1124,6,30.84
12324,4067,475,3,265.71
12325,4068,616,4,138.65
12326,4068,630,5,320.63
12327,4069,722,9,401.93
12328,4069,1154,7,369.61
12329,4069,756,5,488.51
12330,4069,367,10,32.31
12331,4069,676,8,321.56
12332,4070,119,7,391.01
12333,4071,775,7,419.1
12334,4071,1291,8,397.09
12335,4072,788,1,354.63
12336,4073,484,10,423.75
12337,4074,296,1,199.15
12338,4074,795,7,471.68
12339,4074,526,2,190.54
12340,4074,105,9,453.72
12341,4075,1300,8,416.83
12342,4075,1034,5,381.74
12343,4075,1140,6,447.65
12344,4075,1211,5,16.5
12345,4076,641,8,118.0
12346,4077,213,3,454.52
12347,4077,517,4,128.06
12348,4077,1240,1,64.08
12349,4077,971,10,233.67
12350,4078,364,5,295.09
12351,4078,172,3,169.7
12352,4079,1445,5,25.55
12353,4079,1115,5,170.83
12354,4079,442,4,145.78
12355,4080,806,2,446.19
12356,4080,1143,9,170.86
12357,4080,860,7,223.76
12358,4081,827,6,406.58
12359,4081,911,7,6.21
12360,4081,1437,6,215.15
12361,4081,318,2,369.87
12362,4081,1420,6,267.56
12363,4082,795,2,276.5
12364,4082,1109,7,390.03
12365,4082,821,7,218.88
12366,4082,577,5,334.98
12367,4083,1367,9,279.77
12368,4083,1344,1,102.64
12369,4084,418,10,262.09
12370,4084,48,9,377.74
12371,4084,361,5,264.1
12372,4085,683,2,184.13
12373,4085,199,9,85.86
12374,4085,1414,9,300.48
12375,4085,1213,4,415.18
12376,4086,247,1,64.64
12377,4086,105,4,432.65
12378,4086,711,8,490.38
12379,4086,1150,4,59.08
12380,4087,1256,3,253.22
12381,4087,401,4,345.38
12382,4087,1315,4,20.12
12383,4087,1018,6,491.98
12384,4088,81,5,229.24
12385,4088,1405,5,166.07
12386,4088,462,3,84.56
12387,4088,159,1,145.32
12388,4088,1303,5,165.85
12389,4089,688,10,499.19
12390,4089,1210,7,14.58
12391,4090,312,6,250.34
12392,4090,657,6,477.67
12393,4091,474,1,264.36
12394,4091,1422,4,449.25
12395,4092,483,1,417.23
12396,4092,1230,2,20.53
12397,4092,1360,1,431.33
12398,4092,1116,10,443.06
12399,4092,471,5,255.57
12400,4093,242,8,413.39
12401,4093,336,10,36.07
12402,4093,1161,3,62.16
12403,4093,214,9,391.29
12404,4093,1127,6,184.04
12405,4094,129,6,136.29
12406,4094,1346,9,43.1
12407,4094,553,3,121.81
12408,4095,979,4,366.08
12409,4095,1211,5,16.17
12410,4095,1284,5,442.05
12411,4095,1224,5,183.73
12412,4096,1294,2,197.54
12413,4096,527,6,325.34
12414,4096,793,6,417.01
12415,4096,534,8,302.75
12416,4097,1338,7,454.62
